Position Number,Applicant ID,Applicant Status,Internal/External Applicant,Sex,Disabled,Disab Vet,Race/Ethnicity,Mil Status
19684.0,98222596,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
19694.0,16305958,Rejected; No Interview,External,Male,,,Asian,Not indicated
19694.0,17550912,Rejected; No Interview,External,Male,,,White,Not indicated
19694.0,18599472,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19694.0,18906327,Rejected; No Interview,External,Female,,,Asian,Not indicated
19694.0,19699635,Rejected; No Interview,External,Female,,,White,Not indicated
19694.0,22669288,Rejected; Interview,Internal,Female,N,N,White,Not a Veteran
19694.0,23370790,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19694.0,28807876,Rejected; No Interview,External,Female,Y,N,Hispanic/Latino,Not indicated
19694.0,29694457,Hired,Internal,Female,N,N,Hispanic/Latino,Not a Veteran
19694.0,38904351,Rejected; No Interview,External,Female,,,Asian,Not indicated
19694.0,44142204,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19694.0,50817976,Rejected; No Interview,External,Female,,,White,Not indicated
19694.0,50907638,Rejected; No Interview,Internal,Male,,,White,Not indicated
19694.0,53939094,Rejected; No Interview,Internal,Female,N,N,White,Not a Veteran
19694.0,55190568,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19694.0,66494910,Rejected; No Interview,External,Female,,,Asian,Not indicated
19694.0,74966769,Rejected; No Interview,External,Female,Y,,Asian,Not indicated
19694.0,84544486,Rejected; Interview,Internal,Female,N,N,White,Not a Veteran
19698.0,17172390,Rejected; Interview,External,Male,Y,,Asian,No Military Service
19698.0,31800218,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19698.0,39914284,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
19698.0,40509955,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
19698.0,45398702,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19698.0,53898201,Hired,External,Male,N,N,Black/African American,Not a Veteran
19698.0,58793124,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
19698.0,62192160,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
19698.0,78180887,Rejected; No Interview,External,Male,,,Asian,Not indicated
19698.0,80577203,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19698.0,86738653,Rejected; No Interview,External,Female,,,Asian,Not indicated
19698.0,88065131,Rejected; No Interview,External,Male,,,Asian,Not indicated
19698.0,93046273,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19698.0,93061148,Rejected; Interview,External,Female,N,N,White,Not a Veteran
19707.0,20419969,Rejected; No Interview,Internal,Female,Y,,Asian,Not indicated
19707.0,20805607,Rejected; Interview,Internal,Female,N,N,White,Not a Veteran
19707.0,26433852,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
19707.0,27833738,Hired,Internal,Male,,,Hispanic/Latino,Not indicated
19707.0,30253896,Rejected; Min Qualifications Not Met,External,Male,Y,N,Asian,Not a Veteran
19707.0,43727090,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
19707.0,44078823,Rejected; No Interview,External,Male,,,Asian,Not indicated
19707.0,48412599,Rejected; No Interview,External,Undeclared,Y,,White,Not indicated
19707.0,48675982,Rejected; No Interview,External,Female,N,N,Black/African American,Not indicated
19707.0,52636256,Rejected; No Interview,External,Female,,,Asian,Not indicated
19707.0,56398892,Rejected; No Interview,External,Female,,,Black/African American,Not indicated
19707.0,56876526,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19707.0,69349463,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
19707.0,72525768,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19707.0,73337557,Rejected; Interview,Internal,Male,,,White,Not indicated
19707.0,73777975,Rejected; No Interview,External,Female,,,White,Not indicated
19707.0,82023429,Rejected; No Interview,External,Female,,,White,Not indicated
19707.0,89182136,Rejected; No Interview,Internal,Male,N,N,White,Not a Veteran
19707.0,90501364,Rejected; No Interview,External,Female,,,Asian,Not indicated
19707.0,95572279,Rejected; No Interview,External,Female,,,White,No Military Service
19737.0,28997343,Rejected; Min Qualifications Not Met,External,Female,N,N,Hispanic/Latino,Not a Veteran
19737.0,52369804,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
19737.0,53507850,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19737.0,61914098,Rejected; No Interview,External,Female,,,White,Not a Veteran
19737.0,62413539,Rejected; Interview,Internal,Male,,,Asian,Not indicated
19737.0,62746400,Rejected; No Interview,External,Female,,,Hispanic/Latino,No Military Service
19737.0,72365888,Rejected; No Interview,Internal,Female,,,White,Not indicated
19737.0,77152571,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19737.0,78932914,Rejected; No Interview,Internal,Male,Y,,Hispanic/Latino,Not indicated
19737.0,83657987,Rejected; No Interview,External,Female,,,Asian,Not indicated
19737.0,92714243,Hired,Internal,Male,N,N,White,Not a Veteran
19737.0,97806629,Rejected; Interview,Internal,Female,,,White,Not indicated
19756.0,29184228,Rejected; No Interview,External,Female,N,N,White,Not a Protected Veteran
19756.0,34804092,Hired,External,Female,,,White,Not a Veteran
19756.0,39261194,Rejected; Interview,External,Female,,,White,Not indicated
19756.0,43512330,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19756.0,44752349,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19756.0,44964820,Rejected; No Interview,External,Undeclared,,,Asian,Not indicated
19756.0,47964737,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19756.0,56688050,Rejected; No Interview,External,Female,,,White,Not indicated
19756.0,79721203,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19756.0,80451620,Rejected; No Interview,External,Male,,,Asian,Not indicated
19756.0,84848606,Rejected; Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
19765.0,12445722,Rejected; Interview,Internal,Male,,,White,Not a Veteran
19765.0,14617279,Rejected; Interview,Internal,Female,,,,Not indicated
19765.0,35248107,Rejected; No Interview,Internal,Undeclared,,,Asian,Not indicated
19765.0,37179172,Rejected; No Interview,Internal,Male,N,N,Asian,Not a Veteran
19765.0,39678027,Rejected; No Interview,External,Female,,,Asian,Not indicated
19765.0,41103153,Rejected; No Interview,External,Female,,,Not Applicable,Not indicated
19765.0,42221469,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19765.0,51644094,Rejected; No Interview,External,Female,,,White,Not indicated
19765.0,54862513,Hired,Internal,Female,,,Black/African American,Not indicated
19765.0,67954331,Rejected; No Interview,External,Male,,,White,Not indicated
19765.0,84524691,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
19765.0,84597218,Rejected; Min Qualifications Not Met,External,Female,N,N,Hispanic/Latino,Not a Veteran
19765.0,86711688,Rejected; No Interview,External,Female,Y,N,White,Not a Protected Veteran
19765.0,96641264,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
19768.0,10078370,Rejected; No Interview,External,Male,,,Asian,Not indicated
19768.0,19309631,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19768.0,30836448,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
19768.0,35982693,Rejected; No Interview,External,Female,,,White,Not indicated
19768.0,38948191,Rejected; Interview,External,Male,,,Asian,Not indicated
19768.0,46603243,Rejected; No Interview,External,Female,Y,N,Asian,Not a Veteran
19768.0,51707707,Hired,External,Female,,,White,Not indicated
19768.0,53853149,Rejected; Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
19768.0,58902887,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
19768.0,73588797,Rejected; No Interview,External,Male,,,White,Not indicated
19768.0,83171769,Rejected; No Interview,External,Male,Y,,Asian,No Military Service
19773.0,15639430,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
19773.0,24625287,Rejected; Interview,Internal,Female,,,White,Not indicated
19773.0,26557510,Rejected; No Interview,External,Male,,,White,Not indicated
19773.0,30457445,Rejected; No Interview,External,Female,,,Asian,Not indicated
19773.0,32075476,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19773.0,38306997,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
19773.0,39245120,Rejected; No Interview,Internal,Male,N,N,White,Not a Veteran
19773.0,39416640,Rejected; No Interview,External,Male,,,White,Not indicated
19773.0,47793879,Rejected; No Interview,External,Female,Y,N,Black/African American,Not indicated
19773.0,53415142,Rejected; No Interview,External,Male,Y,,White,Not indicated
19773.0,60737665,Rejected; No Interview,External,Female,,,Black/African American,Not a Veteran
19773.0,66804776,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19773.0,66967637,Rejected; No Interview,External,Female,Y,N,Asian,Not a Veteran
19773.0,67220878,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
19773.0,70378129,Rejected; Min Qualifications Not Met,Internal,Female,N,N,Asian,Not a Protected Veteran
19773.0,72536876,Hired,Internal,Female,N,N,Asian,Not a Veteran
19773.0,76940736,Rejected; No Interview,External,Female,,,White,Not indicated
19773.0,78071303,Rejected; Min Qualifications Not Met,External,Female,N,N,Asian,Not a Veteran
19773.0,78651327,Rejected; No Interview,External,Male,,,White,Not indicated
19773.0,85174852,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19773.0,86852457,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
19773.0,87538443,Rejected; Min Qualifications Not Met,External,Male,N,N,White,Not a Veteran
19773.0,88761709,Rejected; Min Qualifications Not Met,External,Female,N,N,Asian,Not a Veteran
19773.0,93782164,Rejected; Interview,Internal,Male,N,N,Black/African American,Not a Veteran
19773.0,95276430,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
19777.0,13026388,Rejected; Interview,External,Male,Y,,Hispanic/Latino,Not indicated
19777.0,13069615,Rejected; No Interview,External,Male,,,White,Not indicated
19777.0,16287580,Hired,External,Male,,,White,No Military Service
19777.0,22050870,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19777.0,23271474,Rejected; No Interview,External,Female,,,Asian,Not indicated
19777.0,41076748,Rejected; Interview,External,Female,N,N,White,Not a Veteran
19777.0,47959451,Rejected; No Interview,External,Male,Y,,White,Not indicated
19777.0,49106752,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
19777.0,65390558,Rejected; No Interview,External,Male,,,White,Not indicated
19777.0,81204720,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19777.0,89101427,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
19779.0,12091712,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
19779.0,16937875,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19779.0,18544656,Rejected; No Interview,Internal,Female,N,N,Asian,Not indicated
19779.0,22267777,Rejected; Interview,Internal,Male,N,N,White,Not a Veteran
19779.0,30557766,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
19779.0,41501684,Rejected; Interview,Internal,Male,N,N,White,Not a Veteran
19779.0,56698743,Rejected; No Interview,External,Female,,,Asian,Not indicated
19779.0,64584239,Hired,Internal,Female,Y,,Black/African American,Not indicated
19779.0,77965433,Rejected; No Interview,External,Female,,,Asian,Not indicated
19779.0,87317192,Rejected; No Interview,Internal,Male,,,White,Not indicated
19779.0,97624758,Rejected; Min Qualifications Not Met,External,Female,Y,,Asian,Not indicated
19782.0,14018547,Hired,External,Male,N,N,White,Not a Veteran
19782.0,16607661,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19782.0,17962186,Rejected; No Interview,External,Female,Y,N,White,Not indicated
19782.0,18428533,Rejected; Interview,External,Female,N,N,Black/African American,Not a Veteran
19782.0,38059058,Rejected; No Interview,External,Male,Y,,White,Not indicated
19782.0,42409054,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
19782.0,46545775,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19782.0,67197086,Rejected; No Interview,External,Female,Y,,Black/African American,Not indicated
19782.0,75330439,Rejected; Interview,External,Female,N,N,Asian,Not a Veteran
19782.0,77014494,Rejected; Min Qualifications Not Met,External,Male,,,White,Not a Veteran
19782.0,81332890,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19782.0,85020153,Rejected; No Interview,External,Female,Y,,Asian,Not indicated
19784.0,17403245,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19784.0,19687691,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
19784.0,25774639,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
19784.0,28171621,Hired,External,Female,,,White,Not a Veteran
19784.0,30614718,Rejected; Interview,External,Male,,,American Indian/Alaska Native,Not indicated
19784.0,53600351,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
19784.0,60110822,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19784.0,61759536,Rejected; Interview,External,Female,N,N,Black/African American,Not a Veteran
19784.0,62403469,Rejected; No Interview,External,Female,,,White,Not indicated
19784.0,74808321,Rejected; No Interview,External,Male,,,White,Not indicated
19784.0,90325586,Rejected; No Interview,External,Female,,,Asian,Not indicated
19794.0,17544009,Hired,External,Female,,,White,Not indicated
19794.0,17640278,Rejected; No Interview,External,Female,,,White,Not indicated
19794.0,22761534,Rejected; Interview,External,Female,N,N,Black/African American,Not a Veteran
19794.0,27804468,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19794.0,36821071,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19794.0,39022923,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19794.0,47719665,Rejected; No Interview,External,Male,,,White,Not indicated
19794.0,57127066,Rejected; No Interview,External,Male,Y,N,Hispanic/Latino,Not a Veteran
19794.0,77544719,Rejected; Interview,External,Female,N,N,White,Not a Veteran
19794.0,83168493,Rejected; Min Qualifications Not Met,External,Male,N,N,Asian,Not a Veteran
19794.0,91336761,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19802.0,13927543,Rejected; No Interview,External,Female,,,Asian,Not indicated
19802.0,17431432,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,No Military Service
19802.0,24668655,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19802.0,35823925,Hired,External,Female,N,N,Black/African American,Not a Veteran
19802.0,43567998,Rejected; No Interview,External,Male,,,White,Not indicated
19802.0,49234874,Rejected; No Interview,External,Female,,,White,No Military Service
19802.0,53358214,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
19802.0,56298934,Rejected; No Interview,External,Male,N,N,White,Not a Protected Veteran
19802.0,57209495,Rejected; No Interview,External,Male,Y,,Hispanic/Latino,Not indicated
19802.0,57284164,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
19802.0,61485808,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19802.0,64972838,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
19802.0,67326860,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
19802.0,69166469,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
19802.0,79622834,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19802.0,80032227,Rejected; No Interview,External,Female,N,N,White,I don't wish to answer
19802.0,85500612,Rejected; Interview,External,Female,N,N,White,Not a Veteran
19802.0,91240233,Rejected; Interview,External,Female,N,N,White,Not a Veteran
19803.0,11182433,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19803.0,27281795,Rejected; No Interview,External,Female,,,White,Not indicated
19803.0,38162977,Rejected; No Interview,External,Female,,,Asian,Not indicated
19803.0,41669765,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
19803.0,47505841,Rejected; No Interview,External,Male,,,White,Not indicated
19803.0,51982975,Rejected; Interview,External,Male,N,N,Asian,Not a Veteran
19803.0,54266612,Hired,External,Male,,,Black/African American,Not a Veteran
19803.0,54294750,Rejected; No Interview,External,Female,,,Asian,Not indicated
19803.0,60339526,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
19803.0,68288535,Rejected; Interview,External,Male,N,N,White,Not a Veteran
19803.0,72825854,Rejected; No Interview,External,Female,,,Asian,Not indicated
19803.0,97252599,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
19814.0,10775764,Rejected; No Interview,Internal,Female,,,Hispanic/Latino,Not a Veteran
19814.0,37687484,Hired,Internal,Female,,,Asian,Not indicated
19814.0,39889439,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19814.0,47332222,Rejected; No Interview,External,Male,,,White,Not indicated
19814.0,60651131,Rejected; Min Qualifications Not Met,Internal,Female,Y,N,White,Not a Veteran
19814.0,63883684,Rejected; No Interview,External,Male,Y,,Asian,Not indicated
19814.0,70344096,Rejected; Interview,Internal,Male,,,White,Not indicated
19814.0,78283273,Rejected; Interview,Internal,Female,,,Hispanic/Latino,Not indicated
19814.0,91161379,Rejected; No Interview,External,Female,,,Asian,Not indicated
19814.0,92084272,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19814.0,99348846,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
19838.0,11651964,Hired,External,Female,,,Hispanic/Latino,Not a Veteran
19838.0,20336432,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
19838.0,20754381,Rejected; No Interview,External,Male,,,White,Not indicated
19838.0,23447719,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19838.0,33386676,Rejected; No Interview,External,Female,,,Asian,Not indicated
19838.0,33981192,Rejected; No Interview,External,Male,,,Asian,Not indicated
19838.0,38690238,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19838.0,53411984,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19838.0,58198236,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
19838.0,62595536,Rejected; Interview,External,Female,,,White,Not indicated
19838.0,69990672,Rejected; No Interview,External,Male,,,White,Not indicated
19838.0,73105982,Rejected; Interview,External,Male,N,N,Black/African American,Not a Veteran
19838.0,86320037,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19838.0,89070018,Rejected; No Interview,External,Female,,,White,Not a Veteran
19849.0,10250647,Rejected; No Interview,External,Male,,,White,Not indicated
19849.0,16660325,Rejected; Interview,External,Male,,,White,Not indicated
19849.0,25435681,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19849.0,40706556,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19849.0,41067775,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19849.0,44927909,Hired,External,Female,,,White,Not indicated
19849.0,47354380,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19849.0,49106521,Rejected; No Interview,External,Male,,,White,Not a Veteran
19849.0,49800260,Rejected; No Interview,External,Female,,,Asian,Not indicated
19849.0,56808466,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
19849.0,66482239,Rejected; No Interview,External,Male,Y,,Hispanic/Latino,Not indicated
19849.0,94428861,Rejected; Interview,External,Female,N,N,Asian,Not a Veteran
19851.0,11459993,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
19851.0,38634428,Rejected; No Interview,External,Female,Y,,White,Not a Veteran
19851.0,52289106,Hired,Internal,Male,Y,,Hispanic/Latino,Not indicated
19851.0,52585635,Rejected; No Interview,External,Male,,,White,Not indicated
19851.0,62823505,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
19851.0,63493915,Rejected; Interview,Internal,Female,,,Asian,Not indicated
19851.0,66081332,Rejected; Interview,Internal,Female,N,N,Black/African American,Not a Veteran
19851.0,82912543,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
19851.0,85848235,Rejected; No Interview,Internal,Female,,,Asian,Not indicated
19851.0,90743789,Rejected; No Interview,External,Female,,,White,Not a Veteran
19851.0,96222845,Rejected; No Interview,Internal,Male,,,Asian,Not indicated
19853.0,19182284,Rejected; No Interview,External,Male,,,Asian,Not indicated
19853.0,27924235,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19853.0,33888534,Rejected; No Interview,External,Male,Y,N,Asian,Not a Veteran
19853.0,36497141,Rejected; No Interview,External,Female,,,Asian,Not indicated
19853.0,37286801,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
19853.0,58945153,Rejected; Interview,External,Female,,,White,Not indicated
19853.0,69635019,Rejected; No Interview,External,Male,,,White,Not indicated
19853.0,87018415,Rejected; Min Qualifications Not Met,External,Female,,,Asian,Not indicated
19853.0,89406511,Hired,External,Male,,,White,Not indicated
19853.0,91530842,Rejected; Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
19853.0,92633996,Rejected; No Interview,External,Female,Y,,American Indian/Alaska Native,Not indicated
19872.0,17626019,Rejected; Interview,External,Female,,,Hispanic/Latino,Not indicated
19872.0,18987238,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
19872.0,19832011,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19872.0,49030358,Rejected; No Interview,External,Female,N,N,Hispanic/Latino,Not a Veteran
19872.0,53840366,Hired,External,Female,,,Black/African American,No Military Service
19872.0,54540942,Rejected; Interview,External,Female,,,White,Not a Veteran
19872.0,70532564,Rejected; No Interview,External,Female,Y,,Black/African American,Not indicated
19872.0,71139942,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
19872.0,72124050,Rejected; No Interview,External,Male,,,White,Not indicated
19872.0,86334434,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19872.0,87670060,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
19873.0,11534839,Rejected; No Interview,External,Female,,,White,Not indicated
19873.0,15271750,Rejected; No Interview,External,Female,,,White,Not indicated
19873.0,20103842,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19873.0,24601821,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19873.0,26968597,Rejected; No Interview,External,Female,,,White,Not a Veteran
19873.0,28280598,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19873.0,28438751,Rejected; No Interview,External,Male,,,White,Not indicated
19873.0,30146485,Rejected; No Interview,External,Male,,,Asian,Not indicated
19873.0,40475528,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19873.0,42725603,Rejected; No Interview,External,Male,,,Hispanic/Latino,Not indicated
19873.0,43192859,Rejected; No Interview,External,Male,,,Black/African American,Not indicated
19873.0,45558716,Rejected; No Interview,External,Female,N,N,American Indian/Alaska Native,Not a Veteran
19873.0,48124635,Rejected; No Interview,External,Male,,,White,Not indicated
19873.0,48386087,Rejected; No Interview,External,Male,,,Asian,Not indicated
19873.0,52406766,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
19873.0,64817331,Rejected; Interview,External,Female,,,Asian,Not indicated
19873.0,80829456,Hired,External,Female,Y,,Asian,Not indicated
19873.0,83887828,Rejected; Interview,External,Male,N,N,White,Not a Veteran
19873.0,89497090,Rejected; No Interview,External,Female,N,N,Black/African American,Not a Veteran
19873.0,99469247,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
19890.0,12142177,Rejected; No Interview,External,Female,,,White,Not a Vietnam-Era Veteran
19890.0,16608104,Rejected; Interview,Internal,Female,,,White,Not indicated
19890.0,33877620,Rejected; No Interview,External,Male,,,Asian,Not indicated
19890.0,35917946,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19890.0,36741324,Hired,Internal,Female,N,N,Asian,Not a Veteran
19890.0,38254090,Rejected; No Interview,External,Male,,,Black/African American,Not a Veteran
19890.0,41881298,Rejected; No Interview,External,Female,,,White,Not a Veteran
19890.0,45900253,Rejected; Interview,Internal,Female,,,Asian,Not indicated
19890.0,52952380,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
19890.0,67848222,Rejected; Min Qualifications Not Met,Internal,Male,N,N,White,Not a Veteran
19890.0,70311187,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19890.0,70652146,Rejected; No Interview,External,Female,Y,N,Black/African American,Not a Veteran
19890.0,71714402,Rejected; No Interview,External,Female,,,White,Not indicated
19890.0,89558425,Rejected; No Interview,Internal,Female,,,White,Not a Veteran
19902.0,12001142,Rejected; Interview,External,Female,,,White,No Military Service
19902.0,14910311,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
19902.0,23973477,Rejected; No Interview,External,Male,Y,N,White,Not a Veteran
19902.0,26529563,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19902.0,32335679,Rejected; Min Qualifications Not Met,External,Female,,,White,Not indicated
19902.0,41967522,Rejected; No Interview,External,Male,,,Native Hawaiian/Oth Pac Island,Not indicated
19902.0,43422308,Rejected; No Interview,External,Female,Y,,American Indian/Alaska Native,Not indicated
19902.0,49880234,Rejected; No Interview,External,Female,Y,N,White,Not a Veteran
19902.0,56294789,Rejected; No Interview,External,Female,,,White,Not indicated
19902.0,61179123,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19902.0,77682208,Hired,External,Female,N,N,Asian,Not a Veteran
19902.0,79989556,Rejected; Interview,External,Undeclared,,,Asian,Not indicated
19902.0,87786511,Rejected; Min Qualifications Not Met,External,Male,Y,N,White,Not a Veteran
19902.0,96380372,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19908.0,17462387,Rejected; Min Qualifications Not Met,External,Male,N,N,White,Not a Veteran
19908.0,31191186,Rejected; Min Qualifications Not Met,External,Female,N,N,White,Not a Veteran
19908.0,32764016,Rejected; No Interview,External,Male,,,Black/African American,Not indicated
19908.0,33038987,Rejected; No Interview,External,Female,,,Asian,Not indicated
19908.0,44035344,Rejected; No Interview,External,Female,,,Asian,Not indicated
19908.0,47667585,Rejected; Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
19908.0,56507194,Rejected; No Interview,External,Male,,,Asian,Not indicated
19908.0,62674955,Rejected; Interview,External,Female,N,N,White,Not a Veteran
19908.0,80532952,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19908.0,81821305,Rejected; No Interview,External,Male,N,N,Black/African American,Not a Veteran
19908.0,87154989,Hired,External,Male,Y,N,White,Not indicated
19908.0,98676279,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19913.0,15168511,Hired,External,Male,,,White,No Military Service
19913.0,17094157,Rejected; No Interview,External,Female,,,White,Not a Protected Veteran
19913.0,20490062,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
19913.0,33021583,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19913.0,35374022,Rejected; No Interview,External,Female,,,White,Not indicated
19913.0,40690102,Rejected; No Interview,External,Female,,,White,Not indicated
19913.0,44704756,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19913.0,45081396,Rejected; No Interview,External,Male,,,Asian,Not indicated
19913.0,47193476,Rejected; Min Qualifications Not Met,External,Male,,,White,Not indicated
19913.0,47291368,Rejected; No Interview,External,Male,N,N,White,Not a Veteran
19913.0,52330414,Rejected; No Interview,External,Female,N,N,Asian,Not a Veteran
19913.0,54542156,Rejected; No Interview,External,Male,N,N,Asian,Not a Veteran
19913.0,57246885,Rejected; No Interview,External,Female,N,N,White,Not a Veteran
19913.0,62540348,Rejected; No Interview,External,Female,,,Hispanic/Latino,Not indicated
19913.0,68272814,Rejected; No Interview,External,Male,,,Asian,Not indicated
19913.0,70001234,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
19913.0,72810582,Rejected; No Interview,External,Male,N,N,Hispanic/Latino,Not a Veteran
